Prompt_ID,AI_Role,Task,Context,Constraint,Output_Format,Goal,Recommended_AI,Generated_Prompt,Timestamp
PW00942,Expert Data Scientist,Explain Insights,Financial performance analysis,Use Python only,Python Code,Solve a Business Problem,ChatGPT,"You are an Expert Data Scientist.

Task:
Explain Insights

Context:
Financial performance analysis

Constraints:
Use Python only

Output Format:
Python Code

Goal:
Solve a Business Problem",2026-07-04 21:56:20
PW00943,DevOps Engineer,Infrastructure Automation,General Professional Scenario,Return valid JSON,HTML,Learn a Concept,ChatGPT,"You are an DevOps Engineer.

Task:
Infrastructure Automation

Context:
General Professional Scenario

Constraints:
Return valid JSON

Output Format:
HTML

Goal:
Learn a Concept",2026-07-04 21:56:20
PW00944,Business Analyst,Risk Analysis,General Professional Scenario,Use Random Forest algorithm,Java Code,Assignment Submission,ChatGPT,"You are an Business Analyst.

Task:
Risk Analysis

Context:
General Professional Scenario

Constraints:
Use Random Forest algorithm

Output Format:
Java Code

Goal:
Assignment Submission",2026-07-04 21:56:20
PW00945,Senior Software Engineer,Fix Bugs,General Professional Scenario,Use Python only,PowerPoint Outline,Presentation Preparation,Gamma,"You are an Senior Software Engineer.

Task:
Fix Bugs

Context:
General Professional Scenario

Constraints:
Use Python only

Output Format:
PowerPoint Outline

Goal:
Presentation Preparation",2026-07-04 21:56:20
PW00946,Cloud Solutions Architect,Azure Architecture,General Professional Scenario,Keep the response under 500 words,Technical Report,Build a Project,ChatGPT,"You are an Cloud Solutions Architect.

Task:
Azure Architecture

Context:
General Professional Scenario

Constraints:
Keep the response under 500 words

Output Format:
Technical Report

Goal:
Build a Project",2026-07-04 21:56:20
PW00947,Cloud Solutions Architect,Serverless Design,General Professional Scenario,Do not use Deep Learning,Markdown,Automation,ChatGPT,"You are an Cloud Solutions Architect.

Task:
Serverless Design

Context:
General Professional Scenario

Constraints:
Do not use Deep Learning

Output Format:
Markdown

Goal:
Automation",2026-07-04 21:56:20
PW00948,Data Analyst,Generate Reports,General Professional Scenario,Use Random Forest algorithm,JSON,Portfolio Development,ChatGPT,"You are an Data Analyst.

Task:
Generate Reports

Context:
General Professional Scenario

Constraints:
Use Random Forest algorithm

Output Format:
JSON

Goal:
Portfolio Development",2026-07-04 21:56:20
PW00949,Cybersecurity Specialist,Penetration Testing,General Professional Scenario,Include edge cases,HTML,Portfolio Development,ChatGPT,"You are an Cybersecurity Specialist.

Task:
Penetration Testing

Context:
General Professional Scenario

Constraints:
Include edge cases

Output Format:
HTML

Goal:
Portfolio Development",2026-07-04 21:56:20
PW00950,Cloud Solutions Architect,Cloud Security,General Professional Scenario,Explain step-by-step,HTML,Prepare for Interview,ChatGPT,"You are an Cloud Solutions Architect.

Task:
Cloud Security

Context:
General Professional Scenario

Constraints:
Explain step-by-step

Output Format:
HTML

Goal:
Prepare for Interview",2026-07-04 21:56:20
PW00951,Cybersecurity Specialist,Incident Response,General Professional Scenario,Provide real-world examples,HTML,Solve a Business Problem,ChatGPT,"You are an Cybersecurity Specialist.

Task:
Incident Response

Context:
General Professional Scenario

Constraints:
Provide real-world examples

Output Format:
HTML

Goal:
Solve a Business Problem",2026-07-04 21:56:20
PW00952,Data Analyst,Data Cleaning,General Professional Scenario,Use TensorFlow,Table,Portfolio Development,ChatGPT,"You are an Data Analyst.

Task:
Data Cleaning

Context:
General Professional Scenario

Constraints:
Use TensorFlow

Output Format:
Table

Goal:
Portfolio Development",2026-07-04 21:56:20
PW00953,Expert Data Scientist,Hyperparameter Tuning,XGBoost parameter tuning,Explain step-by-step,CSV,Prepare for Interview,ChatGPT,"You are an Expert Data Scientist.

Task:
Hyperparameter Tuning

Context:
XGBoost parameter tuning

Constraints:
Explain step-by-step

Output Format:
CSV

Goal:
Prepare for Interview",2026-07-04 21:56:20
PW00954,Software Architect,API Design,General Professional Scenario,Use Random Forest algorithm,CSV,Learn a Concept,ChatGPT,"You are an Software Architect.

Task:
API Design

Context:
General Professional Scenario

Constraints:
Use Random Forest algorithm

Output Format:
CSV

Goal:
Learn a Concept",2026-07-04 21:56:20
PW00955,Cybersecurity Specialist,Penetration Testing,General Professional Scenario,Return the output in Markdown,Bullet Points,Academic Research,Perplexity,"You are an Cybersecurity Specialist.

Task:
Penetration Testing

Context:
General Professional Scenario

Constraints:
Return the output in Markdown

Output Format:
Bullet Points

Goal:
Academic Research",2026-07-04 21:56:20
PW00956,Business Analyst,Requirement Gathering,General Professional Scenario,Use bullet points wherever possible,Bullet Points,Prepare for Interview,ChatGPT,"You are an Business Analyst.

Task:
Requirement Gathering

Context:
General Professional Scenario

Constraints:
Use bullet points wherever possible

Output Format:
Bullet Points

Goal:
Prepare for Interview",2026-07-04 21:56:20
PW00957,Cybersecurity Specialist,Risk Mitigation,General Professional Scenario,Avoid technical jargon,PowerPoint Outline,Automation,ChatGPT,"You are an Cybersecurity Specialist.

Task:
Risk Mitigation

Context:
General Professional Scenario

Constraints:
Avoid technical jargon

Output Format:
PowerPoint Outline

Goal:
Automation",2026-07-04 21:56:20
PW00958,Business Analyst,Requirement Gathering,General Professional Scenario,Include best practices,Python Code,Decision Making,ChatGPT,"You are an Business Analyst.

Task:
Requirement Gathering

Context:
General Professional Scenario

Constraints:
Include best practices

Output Format:
Python Code

Goal:
Decision Making",2026-07-04 21:56:20
PW00959,Business Analyst,Decision Support,General Professional Scenario,Include best practices,HTML,Assignment Submission,ChatGPT,"You are an Business Analyst.

Task:
Decision Support

Context:
General Professional Scenario

Constraints:
Include best practices

Output Format:
HTML

Goal:
Assignment Submission",2026-07-04 21:56:20
PW00960,Senior Software Engineer,Debug Code,General Professional Scenario,Use bullet points wherever possible,PowerPoint Outline,Automation,ChatGPT,"You are an Senior Software Engineer.

Task:
Debug Code

Context:
General Professional Scenario

Constraints:
Use bullet points wherever possible

Output Format:
PowerPoint Outline

Goal:
Automation",2026-07-04 21:56:20
PW00961,DevOps Engineer,Monitoring,General Professional Scenario,Explain step-by-step,HTML,Assignment Submission,ChatGPT,"You are an DevOps Engineer.

Task:
Monitoring

Context:
General Professional Scenario

Constraints:
Explain step-by-step

Output Format:
HTML

Goal:
Assignment Submission",2026-07-04 21:56:20
PW00962,Business Analyst,Risk Analysis,General Professional Scenario,Use tables for comparison,Technical Report,Decision Making,ChatGPT,"You are an Business Analyst.

Task:
Risk Analysis

Context:
General Professional Scenario

Constraints:
Use tables for comparison

Output Format:
Technical Report

Goal:
Decision Making",2026-07-04 21:56:20
PW00963,Data Analyst,Create Visualizations,General Professional Scenario,Provide evaluation metrics,Java Code,Decision Making,ChatGPT,"You are an Data Analyst.

Task:
Create Visualizations

Context:
General Professional Scenario

Constraints:
Provide evaluation metrics

Output Format:
Java Code

Goal:
Decision Making",2026-07-04 21:56:20
PW00964,Cybersecurity Specialist,Security Assessment,General Professional Scenario,Use Scikit-learn,JSON,Academic Research,Perplexity,"You are an Cybersecurity Specialist.

Task:
Security Assessment

Context:
General Professional Scenario

Constraints:
Use Scikit-learn

Output Format:
JSON

Goal:
Academic Research",2026-07-04 21:56:20
PW00965,Business Analyst,Decision Support,General Professional Scenario,Avoid technical jargon,Bullet Points,Decision Making,ChatGPT,"You are an Business Analyst.

Task:
Decision Support

Context:
General Professional Scenario

Constraints:
Avoid technical jargon

Output Format:
Bullet Points

Goal:
Decision Making",2026-07-04 21:56:20
PW00966,Data Analyst,SQL Analysis,General Professional Scenario,Explain step-by-step,Bullet Points,Decision Making,ChatGPT,"You are an Data Analyst.

Task:
SQL Analysis

Context:
General Professional Scenario

Constraints:
Explain step-by-step

Output Format:
Bullet Points

Goal:
Decision Making",2026-07-04 21:56:20
PW00967,Senior Machine Learning Engineer,Perform Feature Selection,General Professional Scenario,Provide real-world examples,Table,Build a Project,ChatGPT,"You are an Senior Machine Learning Engineer.

Task:
Perform Feature Selection

Context:
General Professional Scenario

Constraints:
Provide real-world examples

Output Format:
Table

Goal:
Build a Project",2026-07-04 21:56:20
PW00968,Business Analyst,Requirement Gathering,General Professional Scenario,Use tables for comparison,Markdown,Build a Project,ChatGPT,"You are an Business Analyst.

Task:
Requirement Gathering

Context:
General Professional Scenario

Constraints:
Use tables for comparison

Output Format:
Markdown

Goal:
Build a Project",2026-07-04 21:56:20
PW00969,Cloud Solutions Architect,Serverless Design,General Professional Scenario,Use beginner-friendly language,JSON,Prepare for Interview,ChatGPT,"You are an Cloud Solutions Architect.

Task:
Serverless Design

Context:
General Professional Scenario

Constraints:
Use beginner-friendly language

Output Format:
JSON

Goal:
Prepare for Interview",2026-07-04 21:56:20
PW00970,Data Analyst,SQL Analysis,General Professional Scenario,Provide code comments,Technical Report,Assignment Submission,ChatGPT,"You are an Data Analyst.

Task:
SQL Analysis

Context:
General Professional Scenario

Constraints:
Provide code comments

Output Format:
Technical Report

Goal:
Assignment Submission",2026-07-04 21:56:20
PW00971,Expert Data Scientist,Evaluate Model Performance,Classification metrics evaluation,Provide real-world examples,Bullet Points,Academic Research,ChatGPT,"You are an Expert Data Scientist.

Task:
Evaluate Model Performance

Context:
Classification metrics evaluation

Constraints:
Provide real-world examples

Output Format:
Bullet Points

Goal:
Academic Research",2026-07-04 21:56:20
PW00972,DevOps Engineer,Docker Configuration,General Professional Scenario,Return valid JSON,JSON,Prepare for Interview,ChatGPT,"You are an DevOps Engineer.

Task:
Docker Configuration

Context:
General Professional Scenario

Constraints:
Return valid JSON

Output Format:
JSON

Goal:
Prepare for Interview",2026-07-04 21:56:20
PW00973,DevOps Engineer,Monitoring,General Professional Scenario,Use Random Forest algorithm,Executive Summary,Solve a Business Problem,ChatGPT,"You are an DevOps Engineer.

Task:
Monitoring

Context:
General Professional Scenario

Constraints:
Use Random Forest algorithm

Output Format:
Executive Summary

Goal:
Solve a Business Problem",2026-07-04 21:56:20
PW00974,Software Architect,Cloud Architecture,General Professional Scenario,Provide code comments,Table,Assignment Submission,ChatGPT,"You are an Software Architect.

Task:
Cloud Architecture

Context:
General Professional Scenario

Constraints:
Provide code comments

Output Format:
Table

Goal:
Assignment Submission",2026-07-04 21:56:20
PW00975,Software Architect,Design Patterns,General Professional Scenario,Return the output in Markdown,CSV,Assignment Submission,ChatGPT,"You are an Software Architect.

Task:
Design Patterns

Context:
General Professional Scenario

Constraints:
Return the output in Markdown

Output Format:
CSV

Goal:
Assignment Submission",2026-07-04 21:56:20
PW00976,Business Analyst,Risk Analysis,General Professional Scenario,Use Scikit-learn,Executive Summary,Presentation Preparation,Gamma,"You are an Business Analyst.

Task:
Risk Analysis

Context:
General Professional Scenario

Constraints:
Use Scikit-learn

Output Format:
Executive Summary

Goal:
Presentation Preparation",2026-07-04 21:56:20
PW00977,Data Analyst,SQL Analysis,General Professional Scenario,Use Scikit-learn,Table,Presentation Preparation,Gamma,"You are an Data Analyst.

Task:
SQL Analysis

Context:
General Professional Scenario

Constraints:
Use Scikit-learn

Output Format:
Table

Goal:
Presentation Preparation",2026-07-04 21:56:20
PW00978,DevOps Engineer,Docker Configuration,General Professional Scenario,Use PyTorch,Executive Summary,Solve a Business Problem,ChatGPT,"You are an DevOps Engineer.

Task:
Docker Configuration

Context:
General Professional Scenario

Constraints:
Use PyTorch

Output Format:
Executive Summary

Goal:
Solve a Business Problem",2026-07-04 21:56:20
PW00979,Cybersecurity Specialist,Vulnerability Analysis,General Professional Scenario,Return the output in Markdown,Table,Build a Project,ChatGPT,"You are an Cybersecurity Specialist.

Task:
Vulnerability Analysis

Context:
General Professional Scenario

Constraints:
Return the output in Markdown

Output Format:
Table

Goal:
Build a Project",2026-07-04 21:56:20
PW00980,Cloud Solutions Architect,AWS Architecture,General Professional Scenario,Avoid technical jargon,Java Code,Prepare for Interview,ChatGPT,"You are an Cloud Solutions Architect.

Task:
AWS Architecture

Context:
General Professional Scenario

Constraints:
Avoid technical jargon

Output Format:
Java Code

Goal:
Prepare for Interview",2026-07-04 21:56:20
PW00981,Senior Software Engineer,Code Review,General Professional Scenario,Include visualization suggestions,Table,Presentation Preparation,ChatGPT,"You are an Senior Software Engineer.

Task:
Code Review

Context:
General Professional Scenario

Constraints:
Include visualization suggestions

Output Format:
Table

Goal:
Presentation Preparation",2026-07-04 21:56:20
PW00982,Data Analyst,Create Visualizations,General Professional Scenario,Optimize for readability,CSV,Learn a Concept,ChatGPT,"You are an Data Analyst.

Task:
Create Visualizations

Context:
General Professional Scenario

Constraints:
Optimize for readability

Output Format:
CSV

Goal:
Learn a Concept",2026-07-04 21:56:20
PW00983,Senior Software Engineer,Code Review,General Professional Scenario,Do not use Deep Learning,HTML,Prepare for Interview,ChatGPT,"You are an Senior Software Engineer.

Task:
Code Review

Context:
General Professional Scenario

Constraints:
Do not use Deep Learning

Output Format:
HTML

Goal:
Prepare for Interview",2026-07-04 21:56:20
PW00984,Senior Machine Learning Engineer,Train ML Pipeline,General Professional Scenario,Include visualization suggestions,HTML,Solve a Business Problem,ChatGPT,"You are an Senior Machine Learning Engineer.

Task:
Train ML Pipeline

Context:
General Professional Scenario

Constraints:
Include visualization suggestions

Output Format:
HTML

Goal:
Solve a Business Problem",2026-07-04 21:56:20
PW00985,Software Architect,Database Design,General Professional Scenario,Include visualization suggestions,Technical Report,Assignment Submission,ChatGPT,"You are an Software Architect.

Task:
Database Design

Context:
General Professional Scenario

Constraints:
Include visualization suggestions

Output Format:
Technical Report

Goal:
Assignment Submission",2026-07-04 21:56:20
PW00986,Cybersecurity Specialist,Security Best Practices,General Professional Scenario,Use beginner-friendly language,Technical Report,Portfolio Development,ChatGPT,"You are an Cybersecurity Specialist.

Task:
Security Best Practices

Context:
General Professional Scenario

Constraints:
Use beginner-friendly language

Output Format:
Technical Report

Goal:
Portfolio Development",2026-07-04 21:56:20
PW00987,Business Analyst,Process Optimization,General Professional Scenario,Avoid technical jargon,Markdown,Build a Project,ChatGPT,"You are an Business Analyst.

Task:
Process Optimization

Context:
General Professional Scenario

Constraints:
Avoid technical jargon

Output Format:
Markdown

Goal:
Build a Project",2026-07-04 21:56:20
PW00988,DevOps Engineer,Logging,General Professional Scenario,Include visualization suggestions,Executive Summary,Decision Making,ChatGPT,"You are an DevOps Engineer.

Task:
Logging

Context:
General Professional Scenario

Constraints:
Include visualization suggestions

Output Format:
Executive Summary

Goal:
Decision Making",2026-07-04 21:56:20
PW00989,Research Scientist,Literature Review,General Professional Scenario,Use tables for comparison,CSV,Automation,Claude,"You are an Research Scientist.

Task:
Literature Review

Context:
General Professional Scenario

Constraints:
Use tables for comparison

Output Format:
CSV

Goal:
Automation",2026-07-04 21:56:20
PW00990,Business Analyst,Risk Analysis,General Professional Scenario,Use Java only,Table,Prepare for Interview,ChatGPT,"You are an Business Analyst.

Task:
Risk Analysis

Context:
General Professional Scenario

Constraints:
Use Java only

Output Format:
Table

Goal:
Prepare for Interview",2026-07-04 21:56:20
PW00991,Senior Software Engineer,Code Review,General Professional Scenario,Return valid JSON,Python Code,Build a Project,ChatGPT,"You are an Senior Software Engineer.

Task:
Code Review

Context:
General Professional Scenario

Constraints:
Return valid JSON

Output Format:
Python Code

Goal:
Build a Project",2026-07-04 21:56:20
PW00992,Expert Data Scientist,Evaluate Model Performance,Regression metrics evaluation,Avoid technical jargon,Python Code,Prepare for Interview,ChatGPT,"You are an Expert Data Scientist.

Task:
Evaluate Model Performance

Context:
Regression metrics evaluation

Constraints:
Avoid technical jargon

Output Format:
Python Code

Goal:
Prepare for Interview",2026-07-04 21:56:20
PW00993,DevOps Engineer,Kubernetes Deployment,General Professional Scenario,Use Python only,HTML,Assignment Submission,ChatGPT,"You are an DevOps Engineer.

Task:
Kubernetes Deployment

Context:
General Professional Scenario

Constraints:
Use Python only

Output Format:
HTML

Goal:
Assignment Submission",2026-07-04 21:56:20
PW00994,Research Scientist,Research Summary,General Professional Scenario,Include best practices,CSV,Academic Research,Claude,"You are an Research Scientist.

Task:
Research Summary

Context:
General Professional Scenario

Constraints:
Include best practices

Output Format:
CSV

Goal:
Academic Research",2026-07-04 21:56:20
PW00995,Software Architect,System Optimization,General Professional Scenario,Use Scikit-learn,Markdown,Prepare for Interview,ChatGPT,"You are an Software Architect.

Task:
System Optimization

Context:
General Professional Scenario

Constraints:
Use Scikit-learn

Output Format:
Markdown

Goal:
Prepare for Interview",2026-07-04 21:56:20
PW00996,Cloud Solutions Architect,Cost Optimization,General Professional Scenario,Use Scikit-learn,Bullet Points,Build a Project,ChatGPT,"You are an Cloud Solutions Architect.

Task:
Cost Optimization

Context:
General Professional Scenario

Constraints:
Use Scikit-learn

Output Format:
Bullet Points

Goal:
Build a Project",2026-07-04 21:56:20
PW00997,DevOps Engineer,Infrastructure Automation,General Professional Scenario,Use Scikit-learn,Java Code,Solve a Business Problem,ChatGPT,"You are an DevOps Engineer.

Task:
Infrastructure Automation

Context:
General Professional Scenario

Constraints:
Use Scikit-learn

Output Format:
Java Code

Goal:
Solve a Business Problem",2026-07-04 21:56:20
PW00998,Senior Machine Learning Engineer,Deploy ML Model,General Professional Scenario,Include visualization suggestions,Table,Decision Making,ChatGPT,"You are an Senior Machine Learning Engineer.

Task:
Deploy ML Model

Context:
General Professional Scenario

Constraints:
Include visualization suggestions

Output Format:
Table

Goal:
Decision Making",2026-07-04 21:56:20
PW00999,Senior Machine Learning Engineer,Deploy ML Model,General Professional Scenario,Provide real-world examples,JSON,Decision Making,ChatGPT,"You are an Senior Machine Learning Engineer.

Task:
Deploy ML Model

Context:
General Professional Scenario

Constraints:
Provide real-world examples

Output Format:
JSON

Goal:
Decision Making",2026-07-04 21:56:20
PW01000,DevOps Engineer,Kubernetes Deployment,General Professional Scenario,Use Python only,Executive Summary,Build a Project,ChatGPT,"You are an DevOps Engineer.

Task:
Kubernetes Deployment

Context:
General Professional Scenario

Constraints:
Use Python only

Output Format:
Executive Summary

Goal:
Build a Project",2026-07-04 21:56:20
PW01001,Senior Software Engineer,Optimize Algorithm,General Professional Scenario,Explain step-by-step,Python Code,Assignment Submission,ChatGPT,"You are an Senior Software Engineer.

Task:
Optimize Algorithm

Context:
General Professional Scenario

Constraints:
Explain step-by-step

Output Format:
Python Code

Goal:
Assignment Submission",2026-07-04 21:56:20
PW01002,Data Analyst,Generate Dashboard,General Professional Scenario,Use Python only,Bullet Points,Presentation Preparation,Gamma,"You are an Data Analyst.

Task:
Generate Dashboard

Context:
General Professional Scenario

Constraints:
Use Python only

Output Format:
Bullet Points

Goal:
Presentation Preparation",2026-07-04 21:56:20
PW01003,Data Analyst,Interpret KPIs,General Professional Scenario,Keep the response under 500 words,PowerPoint Outline,Automation,ChatGPT,"You are an Data Analyst.

Task:
Interpret KPIs

Context:
General Professional Scenario

Constraints:
Keep the response under 500 words

Output Format:
PowerPoint Outline

Goal:
Automation",2026-07-04 21:56:20
PW01004,Data Analyst,Generate Dashboard,General Professional Scenario,Use Python only,Java Code,Prepare for Interview,ChatGPT,"You are an Data Analyst.

Task:
Generate Dashboard

Context:
General Professional Scenario

Constraints:
Use Python only

Output Format:
Java Code

Goal:
Prepare for Interview",2026-07-04 21:56:20
PW01005,Software Architect,API Design,General Professional Scenario,Use tables for comparison,PowerPoint Outline,Decision Making,ChatGPT,"You are an Software Architect.

Task:
API Design

Context:
General Professional Scenario

Constraints:
Use tables for comparison

Output Format:
PowerPoint Outline

Goal:
Decision Making",2026-07-04 21:56:20
PW01006,DevOps Engineer,Cloud Deployment,General Professional Scenario,Use Python only,Python Code,Automation,ChatGPT,"You are an DevOps Engineer.

Task:
Cloud Deployment

Context:
General Professional Scenario

Constraints:
Use Python only

Output Format:
Python Code

Goal:
Automation",2026-07-04 21:56:20
PW01007,Business Analyst,Market Analysis,General Professional Scenario,Follow industry standards,Markdown,Portfolio Development,ChatGPT,"You are an Business Analyst.

Task:
Market Analysis

Context:
General Professional Scenario

Constraints:
Follow industry standards

Output Format:
Markdown

Goal:
Portfolio Development",2026-07-04 21:56:20
PW01008,Cybersecurity Specialist,Vulnerability Analysis,General Professional Scenario,Include edge cases,JSON,Portfolio Development,ChatGPT,"You are an Cybersecurity Specialist.

Task:
Vulnerability Analysis

Context:
General Professional Scenario

Constraints:
Include edge cases

Output Format:
JSON

Goal:
Portfolio Development",2026-07-04 21:56:20
PW01009,Senior Software Engineer,Code Review,General Professional Scenario,Use tables for comparison,Java Code,Assignment Submission,ChatGPT,"You are an Senior Software Engineer.

Task:
Code Review

Context:
General Professional Scenario

Constraints:
Use tables for comparison

Output Format:
Java Code

Goal:
Assignment Submission",2026-07-04 21:56:20
PW01010,Business Analyst,Risk Analysis,General Professional Scenario,Focus on practical implementation,Technical Report,Decision Making,ChatGPT,"You are an Business Analyst.

Task:
Risk Analysis

Context:
General Professional Scenario

Constraints:
Focus on practical implementation

Output Format:
Technical Report

Goal:
Decision Making",2026-07-04 21:56:20
PW01011,Senior Machine Learning Engineer,Train ML Pipeline,General Professional Scenario,Use Python only,Executive Summary,Portfolio Development,ChatGPT,"You are an Senior Machine Learning Engineer.

Task:
Train ML Pipeline

Context:
General Professional Scenario

Constraints:
Use Python only

Output Format:
Executive Summary

Goal:
Portfolio Development",2026-07-04 21:56:20
PW01012,Business Analyst,Risk Analysis,General Professional Scenario,Use tables for comparison,Python Code,Decision Making,ChatGPT,"You are an Business Analyst.

Task:
Risk Analysis

Context:
General Professional Scenario

Constraints:
Use tables for comparison

Output Format:
Python Code

Goal:
Decision Making",2026-07-04 21:56:20
PW01013,Cybersecurity Specialist,Risk Mitigation,General Professional Scenario,Include visualization suggestions,Table,Prepare for Interview,ChatGPT,"You are an Cybersecurity Specialist.

Task:
Risk Mitigation

Context:
General Professional Scenario

Constraints:
Include visualization suggestions

Output Format:
Table

Goal:
Prepare for Interview",2026-07-04 21:56:20
PW01014,Cloud Solutions Architect,Cloud Migration,General Professional Scenario,Use Python only,CSV,Learn a Concept,ChatGPT,"You are an Cloud Solutions Architect.

Task:
Cloud Migration

Context:
General Professional Scenario

Constraints:
Use Python only

Output Format:
CSV

Goal:
Learn a Concept",2026-07-04 21:56:20
PW01015,Cloud Solutions Architect,Cloud Migration,General Professional Scenario,Use beginner-friendly language,PowerPoint Outline,Build a Project,ChatGPT,"You are an Cloud Solutions Architect.

Task:
Cloud Migration

Context:
General Professional Scenario

Constraints:
Use beginner-friendly language

Output Format:
PowerPoint Outline

Goal:
Build a Project",2026-07-04 21:56:20
PW01016,Cloud Solutions Architect,Cloud Migration,General Professional Scenario,Use Python only,Bullet Points,Automation,ChatGPT,"You are an Cloud Solutions Architect.

Task:
Cloud Migration

Context:
General Professional Scenario

Constraints:
Use Python only

Output Format:
Bullet Points

Goal:
Automation",2026-07-04 21:56:20
PW01017,Senior Software Engineer,Develop REST API,General Professional Scenario,Include visualization suggestions,HTML,Solve a Business Problem,ChatGPT,"You are an Senior Software Engineer.

Task:
Develop REST API

Context:
General Professional Scenario

Constraints:
Include visualization suggestions

Output Format:
HTML

Goal:
Solve a Business Problem",2026-07-04 21:56:20
PW01018,Senior Machine Learning Engineer,Train ML Pipeline,General Professional Scenario,Provide real-world examples,Table,Build a Project,ChatGPT,"You are an Senior Machine Learning Engineer.

Task:
Train ML Pipeline

Context:
General Professional Scenario

Constraints:
Provide real-world examples

Output Format:
Table

Goal:
Build a Project",2026-07-04 21:56:20
PW01019,DevOps Engineer,Cloud Deployment,General Professional Scenario,Include best practices,CSV,Learn a Concept,ChatGPT,"You are an DevOps Engineer.

Task:
Cloud Deployment

Context:
General Professional Scenario

Constraints:
Include best practices

Output Format:
CSV

Goal:
Learn a Concept",2026-07-04 21:56:20
PW01020,Cybersecurity Specialist,Incident Response,General Professional Scenario,Include visualization suggestions,Executive Summary,Decision Making,ChatGPT,"You are an Cybersecurity Specialist.

Task:
Incident Response

Context:
General Professional Scenario

Constraints:
Include visualization suggestions

Output Format:
Executive Summary

Goal:
Decision Making",2026-07-04 21:56:20
PW01021,Business Analyst,Market Analysis,General Professional Scenario,Include edge cases,CSV,Solve a Business Problem,ChatGPT,"You are an Business Analyst.

Task:
Market Analysis

Context:
General Professional Scenario

Constraints:
Include edge cases

Output Format:
CSV

Goal:
Solve a Business Problem",2026-07-04 21:56:20
PW01022,Expert Data Scientist,Perform Exploratory Data Analysis,Customer churn dataset,Return the output in Markdown,Java Code,Assignment Submission,ChatGPT,"You are an Expert Data Scientist.

Task:
Perform Exploratory Data Analysis

Context:
Customer churn dataset

Constraints:
Return the output in Markdown

Output Format:
Java Code

Goal:
Assignment Submission",2026-07-04 21:56:20
PW01023,Cybersecurity Specialist,Threat Modeling,General Professional Scenario,Explain assumptions,Technical Report,Presentation Preparation,ChatGPT,"You are an Cybersecurity Specialist.

Task:
Threat Modeling

Context:
General Professional Scenario

Constraints:
Explain assumptions

Output Format:
Technical Report

Goal:
Presentation Preparation",2026-07-04 21:56:20
PW01024,Software Architect,Scalability Planning,General Professional Scenario,Do not use Deep Learning,HTML,Portfolio Development,ChatGPT,"You are an Software Architect.

Task:
Scalability Planning

Context:
General Professional Scenario

Constraints:
Do not use Deep Learning

Output Format:
HTML

Goal:
Portfolio Development",2026-07-04 21:56:20
PW01025,Data Analyst,Analyze Business Data,General Professional Scenario,Include visualization suggestions,Markdown,Learn a Concept,ChatGPT,"You are an Data Analyst.

Task:
Analyze Business Data

Context:
General Professional Scenario

Constraints:
Include visualization suggestions

Output Format:
Markdown

Goal:
Learn a Concept",2026-07-04 21:56:20
PW01026,Expert Data Scientist,Explain Insights,Business insights from sales data,Include edge cases,HTML,Learn a Concept,ChatGPT,"You are an Expert Data Scientist.

Task:
Explain Insights

Context:
Business insights from sales data

Constraints:
Include edge cases

Output Format:
HTML

Goal:
Learn a Concept",2026-07-04 21:56:20
PW01027,Cybersecurity Specialist,Risk Mitigation,General Professional Scenario,Do not use Deep Learning,Bullet Points,Portfolio Development,ChatGPT,"You are an Cybersecurity Specialist.

Task:
Risk Mitigation

Context:
General Professional Scenario

Constraints:
Do not use Deep Learning

Output Format:
Bullet Points

Goal:
Portfolio Development",2026-07-04 21:56:20
PW01028,Cybersecurity Specialist,Risk Mitigation,General Professional Scenario,Explain assumptions,Java Code,Automation,ChatGPT,"You are an Cybersecurity Specialist.

Task:
Risk Mitigation

Context:
General Professional Scenario

Constraints:
Explain assumptions

Output Format:
Java Code

Goal:
Automation",2026-07-04 21:56:20
PW01029,Cloud Solutions Architect,Cloud Migration,General Professional Scenario,Avoid technical jargon,CSV,Prepare for Interview,ChatGPT,"You are an Cloud Solutions Architect.

Task:
Cloud Migration

Context:
General Professional Scenario

Constraints:
Avoid technical jargon

Output Format:
CSV

Goal:
Prepare for Interview",2026-07-04 21:56:20
PW01030,Data Analyst,Generate Reports,General Professional Scenario,Optimize for readability,HTML,Learn a Concept,ChatGPT,"You are an Data Analyst.

Task:
Generate Reports

Context:
General Professional Scenario

Constraints:
Optimize for readability

Output Format:
HTML

Goal:
Learn a Concept",2026-07-04 21:56:20
PW01031,Business Analyst,Requirement Gathering,General Professional Scenario,Follow industry standards,Java Code,Portfolio Development,ChatGPT,"You are an Business Analyst.

Task:
Requirement Gathering

Context:
General Professional Scenario

Constraints:
Follow industry standards

Output Format:
Java Code

Goal:
Portfolio Development",2026-07-04 21:56:20
PW01032,Data Analyst,Trend Analysis,General Professional Scenario,Include visualization suggestions,PowerPoint Outline,Build a Project,ChatGPT,"You are an Data Analyst.

Task:
Trend Analysis

Context:
General Professional Scenario

Constraints:
Include visualization suggestions

Output Format:
PowerPoint Outline

Goal:
Build a Project",2026-07-04 21:56:20
PW01033,Cloud Solutions Architect,Cloud Security,General Professional Scenario,Return the output in Markdown,HTML,Prepare for Interview,ChatGPT,"You are an Cloud Solutions Architect.

Task:
Cloud Security

Context:
General Professional Scenario

Constraints:
Return the output in Markdown

Output Format:
HTML

Goal:
Prepare for Interview",2026-07-04 21:56:20
